x   y    phi(x,y)
0.0   0.5050505050505051    0.0381126734699367
0.0   0.5151515151515152    0.03806126454852383
0.0   0.5252525252525253    0.03795865396345255
0.0   0.5353535353535354    0.037805256044246095
0.0   0.5454545454545455    0.03760168598858613
0.0   0.5555555555555556    0.03734875246598687
0.0   0.5656565656565657    0.037047448010711116
0.0   0.5757575757575758    0.03669893741131615
0.0   0.5858585858585859    0.03630454433620552
0.0   0.595959595959596    0.03586573646640285
0.0   0.6060606060606061    0.035384109444152385
0.0   0.6161616161616162    0.03486136992204987
0.0   0.6262626262626263    0.03429931804177728
0.0   0.6363636363636365    0.033699829632844104
0.0   0.6464646464646465    0.03306483843122812
0.0   0.6565656565656566    0.03239631858248692
0.0   0.6666666666666667    0.03169626767828094
0.0   0.6767676767676768    0.030966690546170995
0.0   0.686868686868687    0.030209583973515846
0.0   0.696969696969697    0.029426922518404983
0.0   0.7070707070707072    0.02862064552768894
0.0   0.7171717171717172    0.027792645443567552
0.0   0.7272727272727273    0.02694475745630584
0.0   0.7373737373737375    0.026078750524204528
0.0   0.7474747474747475    0.025196319764950882
0.0   0.7575757575757577    0.024299080186322233
0.0   0.7676767676767677    0.023388561723787893
0.0   0.7777777777777778    0.022466205522676048
0.0   0.787878787878788    0.021533361393474226
0.0   0.797979797979798    0.02059128637110419
0.0   0.8080808080808082    0.019641144296638813
0.0   0.8181818181818182    0.018684006347320783
0.0   0.8282828282828284    0.017720852440894302
0.0   0.8383838383838385    0.0167525734692113
0.0   0.8484848484848485    0.015779974332995758
0.0   0.8585858585858587    0.014803777800664197
0.0   0.8686868686868687    0.013824629314450812
0.0   0.8787878787878789    0.01284310301276787
0.0   0.888888888888889    0.01185970958738957
0.0   0.8989898989898991    0.010874907243313197
0.0   0.9090909090909092    0.009889118519636354
0.0   0.9191919191919192    0.008902759122906615
0.0   0.9292929292929294    0.007916293455118718
0.0   0.9393939393939394    0.006930354256180016
0.0   0.9494949494949496    0.005946029678044005
0.0   0.9595959595959597    0.004965627475925173
0.0   0.9696969696969697    0.003994924795399045
0.0   0.9797979797979799    0.003050455892073078
0.0   0.98989898989899    0.002185270620469031
0.0   1.0    0.0015871772041986616
0.010101010101010102   0.0    0.00197816757597785
0.010101010101010102   0.010101010101010102    0.003956340531380958
0.010101010101010102   0.020202020202020204    0.005934513487913928
0.010101010101010102   0.030303030303030304    0.007912659553024276
0.010101010101010102   0.04040404040404041    0.009890719561156315
0.010101010101010102   0.05050505050505051    0.011868591319797147
0.010101010101010102   0.06060606060606061    0.013846118864205998
0.010101010101010102   0.07070707070707072    0.015823081734625204
0.010101010101010102   0.08080808080808081    0.01779918429230162
0.010101010101010102   0.09090909090909091    0.019774045096661422
0.010101010101010102   0.10101010101010102    0.021747186384814574
0.010101010101010102   0.11111111111111112    0.023718023688729932
0.010101010101010102   0.12121212121212122    0.02568585564912248
0.010101010101010102   0.13131313131313133    0.027649854084318592
0.010101010101010102   0.14141414141414144    0.029609054406620084
0.010101010101010102   0.15151515151515152    0.03156234645383016
0.010101010101010102   0.16161616161616163    0.03350846586862092
0.010101010101010102   0.17171717171717174    0.03544598612085205
0.010101010101010102   0.18181818181818182    0.03737331131970008
0.010101010101010102   0.19191919191919193    0.039288669953015394
0.010101010101010102   0.20202020202020204    0.041190109721330935
0.010101010101010102   0.21212121212121213    0.04307549362073579
0.010101010101010102   0.22222222222222224    0.04494249747021125
0.010101010101010102   0.23232323232323235    0.04678860905155951
0.010101010101010102   0.24242424242424243    0.04861112905578226
0.010101010101010102   0.25252525252525254    0.05040717401966599
0.010101010101010102   0.26262626262626265    0.05217368143113626
0.010101010101010102   0.27272727272727276    0.053907417168764196
0.010101010101010102   0.2828282828282829    0.055604985420695835
0.010101010101010102   0.29292929292929293    0.05726284121585481
0.010101010101010102   0.30303030303030304    0.05887730564998979
0.010101010101010102   0.31313131313131315    0.06044458386277983
0.010101010101010102   0.32323232323232326    0.06196078577675074
0.010101010101010102   0.33333333333333337    0.0634219495485296
0.010101010101010102   0.3434343434343435    0.0648240676303607
0.010101010101010102   0.3535353535353536    0.06616311527258324
0.010101010101010102   0.36363636363636365    0.06743508123167376
0.010101010101010102   0.37373737373737376    0.06863600038564367
0.010101010101010102   0.38383838383838387    0.06976198787952069
0.010101010101010102   0.393939393939394    0.07080927436801526
0.010101010101010102   0.4040404040404041    0.0717742418534021
0.010101010101010102   0.4141414141414142    0.07265345957864991
0.010101010101010102   0.42424242424242425    0.07344371938177634
0.010101010101010102   0.43434343434343436    0.07414206989903759
0.010101010101010102   0.4444444444444445    0.07474584898515634
0.010101010101010102   0.4545454545454546    0.07525271373644735
0.010101010101010102   0.4646464646464647    0.07566066751492653
0.010101010101010102   0.4747474747474748    0.07596808341595734
0.010101010101010102   0.48484848484848486    0.07617372368963857
0.010101010101010102   0.494949494949495    0.076276754691253
0.010101010101010102   0.5050505050505051    0.07627675704185884
0.010101010101010102   0.5151515151515152    0.07617373075960199
0.010101010101010102   0.5252525252525253    0.0759680952600761
0.010101010101010102   0.5353535353535354    0.0756606842254945
0.010101010101010102   0.5454545454545455    0.07525273544483409
0.010101010101010102   0.5555555555555556    0.0747458758639769
0.010101010101010102   0.5656565656565657    0.07414210216512428
0.010101010101010102   0.5757575757575758    0.07344375729996924
0.010101010101010102   0.5858585858585859    0.07265350346648093
0.010101010101010102   0.595959595959596    0.07177429208691823
0.010101010101010102   0.6060606060606061    0.07080933138880453
0.010101010101010102   0.6161616161616162    0.06976205220339025
0.010101010101010102   0.6262626262626263    0.06863607261291907
0.010101010101010102   0.6363636363636365    0.06743516205986899
0.010101010101010102   0.6464646464646465    0.06616320551152295
0.010101010101010102   0.6565656565656566    0.06482416822077762
0.010101010101010102   0.6666666666666667    0.06342206158447845
0.010101010101010102   0.6767676767676768    0.06196091053322639
0.010101010101010102   0.686868686868687    0.06044472282939387
0.010101010101010102   0.696969696969697    0.05887746057278199
0.010101010101010102   0.7070707070707072    0.05726301414898421
0.010101010101010102   0.7171717171717172    0.05560517879118863
0.010101010101010102   0.7272727272727273    0.05390763385778689
0.010101010101010102   0.7373737373737375    0.052173924877158884
0.010101010101010102   0.7474747474747475    0.05040744834999707
0.010101010101010102   0.7575757575757577    0.048611439256275576
0.010101010101010102   0.7676767676767677    0.04678896118706385
0.010101010101010102   0.7777777777777778    0.04494289897435846
0.010101010101010102   0.787878787878788    0.043075953680418846
0.010101010101010102   0.797979797979798    0.04119063979366725
0.010101010101010102   0.8080808080808082    0.03928928446829098
0.010101010101010102   0.8181818181818182    0.037374028651805495
0.010101010101010102   0.8282828282828284    0.035446829946355014
0.010101010101010102   0.8383838383838385    0.033509467103204606
0.010101010101010102   0.8484848484848485    0.03156354606093592
0.010101010101010102   0.8585858585858587    0.02961050755562729
0.010101010101010102   0.8686868686868687    0.027651636443609764
0.010101010101010102   0.8787878787878789    0.02568807315011136
0.010101010101010102   0.888888888888889    0.02372082809311845
0.010101010101010102   0.8989898989898991    0.02175080086834135
0.010101010101010102   0.9090909090909092    0.019778807712866178
0.010101010101010102   0.9191919191919192    0.017805624517594702
0.010101010101010102   0.9292929292929294    0.01583206044149085
0.010101010101010102   0.9393939393939394    0.013859093892387124
0.010101010101010102   0.9494949494949496    0.011888136979943429
0.010101010101010102   0.9595959595959597    0.009921555430990693
0.010101010101010102   0.9696969696969697    0.007963615814191015
0.010101010101010102   0.9797979797979799    0.006021628151692742
0.010101010101010102   0.98989898989899    0.004103449386096712
0.010101010101010102   1.0    0.00218527062046903
0.020202020202020204   0.0    0.0029672459851099215
0.020202020202020204   0.010101010101010102    0.005934513485020783
0.020202020202020204   0.020202020202020204    0.008901807880320196
0.020202020202020204   0.030303030303030304    0.011869102278138869
0.020202020202020204   0.04040404040404041    0.01483632137322034
0.020202020202020204   0.05050505050505051    0.01780332530602335
0.020202020202020204   0.06060606060606061    0.020769893531741548
0.020202020202020204   0.07070707070707072    0.023735708713384932
0.020202020202020204   0.08080808080808081    0.02670034066244333
0.020202020202020204   0.09090909090909091    0.029663230366927303
0.020202020202020204   0.10101010101010102    0.0326236741530666
0.020202020202020204   0.11111111111111112    0.03558080804536918
0.020202020202020204   0.12121212121212122    0.03853359240333674
0.020202020202020204   0.13131313131313133    0.041480796933064626
0.020202020202020204   0.14141414141414144    0.04442098618720614
0.020202020202020204   0.15151515151515152    0.047352505694192276
0.020202020202020204   0.16161616161616163    0.05027346886803606
0.020202020202020204   0.17171717171717174    0.053181744883068864
0.020202020202020204   0.18181818181818182    0.05607494770528508
0.020202020202020204   0.19191919191919193    0.05895042651022257
0.020202020202020204   0.20202020202020204    0.061805257714273004
0.020202020202020204   0.21212121212121213    0.06463623888631823
0.020202020202020204   0.22222222222222224    0.06743988480461197
0.020202020202020204   0.23232323232323235    0.07021242593465066
0.020202020202020204   0.24242424242424243    0.07294980962035301
0.020202020202020204   0.25252525252525254    0.07564770426652839
0.020202020202020204   0.26262626262626265    0.07830150678862949
0.020202020202020204   0.27272727272727276    0.08090635358648558
0.020202020202020204   0.2828282828282829    0.08345713527227425
0.020202020202020204   0.29292929292929293    0.08594851534906589
0.020202020202020204   0.30303030303030304    0.08837495298575206
0.020202020202020204   0.31313131313131315    0.09073072997685523
0.020202020202020204   0.32323232323232326    0.09300998190473449
0.020202020202020204   0.33333333333333337    0.09520673345027915
0.020202020202020204   0.3434343434343435    0.09731493769210417
0.020202020202020204   0.3535353535353536    0.09932851915510332
0.020202020202020204   0.36363636363636365    0.10124142025469314
0.020202020202020204   0.37373737373737376    0.10304765067969143
0.020202020202020204   0.38383838383838387    0.10474133915710863
0.020202020202020204   0.393939393939394    0.10631678693609618
0.020202020202020204   0.4040404040404041    0.10776852222881106
0.020202020202020204   0.4141414141414142    0.1090913547823992
0.020202020202020204   0.42424242424242425    0.11028042967788908
0.020202020202020204   0.43434343434343436    0.11133127941856043
0.020202020202020204   0.4444444444444445    0.11223987333308248
0.020202020202020204   0.4545454545454546    0.11300266335484879
0.020202020202020204   0.4646464646464647    0.1136166252507257
0.020202020202020204   0.4747474747474748    0.11407929444097493
0.020202020202020204   0.48484848484848486    0.11438879564958954
0.020202020202020204   0.494949494949495    0.11454386574333028
0.020202020202020204   0.5050505050505051    0.11454386924648917
0.020202020202020204   0.5151515151515152    0.11438880618596288
0.020202020202020204   0.5252525252525253    0.1140793120915856
0.020202020202020204   0.5353535353535354    0.11361665015212619
0.020202020202020204   0.5454545454545455    0.11300269570128829
0.020202020202020204   0.5555555555555556    0.11223991337980642
0.020202020202020204   0.5656565656565657    0.11133132748609965
0.020202020202020204   0.5757575757575758    0.11028048615756904
0.020202020202020204   0.5858585858585859    0.10909142014325379
0.020202020202020204   0.595959595959596    0.10776859702599458
0.020202020202020204   0.6060606060606061    0.10631687182129604
0.020202020202020204   0.6161616161616162    0.10474143489092637
0.020202020202020204   0.6262626262626263    0.10304775814688866
0.020202020202020204   0.6363636363636365    0.10124154048234102
0.020202020202020204   0.6464646464646465    0.09932865333482876
0.020202020202020204   0.6565656565656566    0.09731508720665782
0.020202020202020204   0.6666666666666667    0.09520689990624986
0.020202020202020204   0.6767676767676768    0.09301016717209212
0.020202020202020204   0.686868686868687    0.09073093623767375
0.020202020202020204   0.696969696969697    0.08837518279393705
0.020202020202020204   0.7070707070707072    0.08594877170458605
0.020202020202020204   0.7171717171717172    0.0834574217132551
0.020202020202020204   0.7272727272727273    0.08090667430499639
0.020202020202020204   0.7373737373737375    0.07830186677650225
0.020202020202020204   0.7474747474747475    0.07564810950104722
0.020202020202020204   0.7575757575757577    0.07295026730209495
0.020202020202020204   0.7676767676767677    0.07021294479540814
0.020202020202020204   0.7777777777777778    0.0674404755088667
0.020202020202020204   0.787878787878788    0.06463691456116363
0.020202020202020204   0.797979797979798    0.06180603465508587
0.020202020202020204   0.8080808080808082    0.05895132513267457
0.020202020202020204   0.8181818181818182    0.056075993844285306
0.020202020202020204   0.8282828282828284    0.05318297159074304
0.020202020202020204   0.8383838383838385    0.050274918936591154
0.020202020202020204   0.8484848484848485    0.047354235253273626
0.020202020202020204   0.8585858585858587    0.04442306991715429
0.020202020202020204   0.8686868686868687    0.04148333575724172
0.020202020202020204   0.8787878787878789    0.03853672504995991
0.020202020202020204   0.888888888888889    0.03558472876852228
0.020202020202020204   0.8989898989898991    0.03262866042388693
0.020202020202020204   0.9090909090909092    0.029669686946859633
0.020202020202020204   0.9191919191919192    0.0267088707938168
0.020202020202020204   0.9292929292929294    0.02374722990258421
0.020202020202020204   0.9393939393939394    0.020785823891365924
0.020202020202020204   0.9494949494949496    0.017825868917802964
0.020202020202020204   0.9595959595959597    0.014868841452952598
0.020202020202020204   0.9696969696969697    0.011916354878431642
0.020202020202020204   0.9797979797979799    0.008968991515038202
0.020202020202020204   0.98989898989899    0.006021628151692742
0.020202020202020204   1.0    0.003050455892073079
0.030303030303030304   0.0    0.0039563028786665
0.030303030303030304   0.010101010101010102    0.007912659543764819
0.030303030303030304   0.020202020202020204    0.01186910227003556
0.030303030303030304   0.030303030303030304    0.015825620306817532
0.030303030303030304   0.04040404040404041    0.019782138347798395
0.030303030303030304   0.05050505050505051    0.023738494998945998
0.030303030303030304   0.06060606060606061    0.0276944212437643
0.030303030303030304   0.07070707070707072    0.031649518924947495
0.030303030303030304   0.08080808080808081    0.03560323927749828
0.030303030303030304   0.09090909090909091    0.03955486155621451
0.030303030303030304   0.10101010101010102    0.04350347181594871
0.030303030303030304   0.11111111111111112    0.04744794193669462
0.030303030303030304   0.12121212121212122    0.05138690898682059
0.030303030303030304   0.13131313131313133    0.05531875505678382
0.030303030303030304   0.14141414141414144    0.059241587714609474
0.030303030303030304   0.15151515151515152    0.06315322126654244
0.030303030303030304   0.16161616161616163    0.06705115902586983
0.030303030303030304   0.17171717171717174    0.07093257683672241
0.030303030303030304   0.18181818181818182    0.0747943081085724
0.030303030303030304   0.19191919191919193    0.07863283066782452
0.030303030303030304   0.20202020202020204    0.08244425573817615
0.030303030303030304   0.21212121212121213    0.08622431940611366
0.030303030303030304   0.22222222222222224    0.08996837692771642
0.030303030303030304   0.23232323232323235    0.09367140026203609
0.030303030303030304   0.24242424242424243    0.09732797922431173
0.030303030303030304   0.25252525252525254    0.10093232663747333
0.030303030303030304   0.26262626262626265    0.10447828787015397
0.030303030303030304   0.27272727272727276    0.10795935511596765
0.030303030303030304   0.2828282828282829    0.11136868673235882
0.030303030303030304   0.29292929292929293    0.11469913192180993
0.030303030303030304   0.30303030303030304    0.11794326096773447
0.030303030303030304   0.31313131313131315    0.12109340115291536
0.030303030303030304   0.32323232323232326    0.12414167841520328
0.030303030303030304   0.33333333333333337    0.12708006465556973
0.030303030303030304   0.3434343434343435    0.1299004305325963
0.030303030303030304   0.3535353535353536    0.13259460340263587
0.030303030303030304   0.36363636363636365    0.13515442995328852
0.030303030303030304   0.37373737373737376    0.13757184292116342
0.030303030303030304   0.38383838383838387    0.13983893113455398
0.030303030303030304   0.393939393939394    0.1419480119919169
0.030303030303030304   0.4040404040404041    0.14389170534427756
0.030303030303030304   0.4141414141414142    0.14566300764328502
0.030303030303030304   0.42424242424242425    0.1472553651301072
0.030303030303030304   0.43434343434343436    0.14866274476444116
0.030303030303030304   0.4444444444444445    0.14987970157281422
0.030303030303030304   0.4545454545454546    0.15090144109909623
0.030303030303030304   0.4646464646464647    0.15172387569237245
0.030303030303030304   0.4747474747474748    0.15234367344632005
0.030303030303030304   0.48484848484848486    0.1527582987237082
0.030303030303030304   0.494949494949495    0.1529660433860074
0.030303030303030304   0.5050505050505051    0.15296604801488486
0.030303030303030304   0.5151515151515152    0.152758312645443
0.030303030303030304   0.5252525252525253    0.15234369676692147
0.030303030303030304   0.5353535353535354    0.15172390859033347
0.030303030303030304   0.5454545454545455    0.1509014838283891
0.030303030303030304   0.5555555555555556    0.14987975446696042
0.030303030303030304   0.5656565656565657    0.14866280824212497
0.030303030303030304   0.5757575757575758    0.14725543970229588
0.030303030303030304   0.5858585858585859    0.1456630939220234
0.030303030303030304   0.595959595959596    0.14389180405358298
0.030303030303030304   0.6060606060606061    0.14194812398091544
0.030303030303030304   0.6161616161616162    0.13983905739365884
0.030303030303030304   0.6262626262626263    0.13757198460119935
0.030303030303030304   0.6363636363636365    0.1351545883889516
0.030303030303030304   0.6464646464646465    0.13259478014038534
0.030303030303030304   0.6565656565656566    0.12990062736483415
0.030303030303030304   0.6666666666666667    0.1270802836615998
0.030303030303030304   0.6767676767676768    0.12414192201150051
0.030303030303030304   0.686868686868687    0.12109367215403403
0.030303030303030304   0.696969696969697    0.1179435626614978
0.030303030303030304   0.7070707070707072    0.1146994681616066
0.030303030303030304   0.7171717171717172    0.11136906205191674
0.030303030303030304   0.7272727272727273    0.10795977487217863
0.030303030303030304   0.7373737373737375    0.10447875842273914
0.030303030303030304   0.7474747474747475    0.10093285557561492
0.030303030303030304   0.7575757575757577    0.09732857565572171
0.030303030303030304   0.7676767676767677    0.09367207518352987
0.030303030303030304   0.7777777777777778    0.08996914370520617
0.030303030303030304   0.787878787878788    0.08622519440069153
0.030303030303030304   0.797979797979798    0.08244525913202663
0.030303030303030304   0.8080808080808082    0.07863398756243511
0.030303030303030304   0.8181818181818182    0.07479565000257409
0.030303030303030304   0.8282828282828284    0.0709341436342188
0.030303030303030304   0.8383838383838385    0.06705300179894937
0.030303030303030304   0.8484848484848485    0.06315540609702858
0.030303030303030304   0.8585858585858587    0.059244201102381815
0.030303030303030304   0.8686868686868687    0.05532191161735049
0.030303030303030304   0.8787878787878789    0.05139076252522415
0.030303030303030304   0.888888888888889    0.047452701507263995
0.030303030303030304   0.8989898989898991    0.043509425112975356
0.030303030303030304   0.9090909090909092    0.039562408857240036
0.030303030303030304   0.9191919191919192    0.035612941808854826
0.030303030303030304   0.9292929292929294    0.031662164483749096
0.030303030303030304   0.9393939393939394    0.027711102853372544
0.030303030303030304   0.9494949494949496    0.023760673346322488
0.030303030303030304   0.9595959595959597    0.019811586585071088
0.030303030303030304   0.9696969696969697    0.01586397073191278
0.030303030303030304   0.9797979797979799    0.011916354878431635
0.030303030303030304   0.98989898989899    0.007963615814191008
0.030303030303030304   1.0    0.003994924795399044
0.04040404040404041   0.0    0.004945305986413718
0.04040404040404041   0.010101010101010102    0.009890719540895718
0.04040404040404041   0.020202020202020204    0.014836321350061875
0.04040404040404041   0.030303030303030304    0.019782138330427308
0.04040404040404041   0.04040404040404041    0.02472811671133887
0.04040404040404041   0.05050505050505051    0.02967409509834573
0.04040404040404041   0.06060606060606061    0.03461977751923297
0.04040404040404041   0.07070707070707072    0.03956470646491206
0.04040404040404041   0.08080808080808081    0.044508235967587385
0.04040404040404041   0.09090909090909091    0.04944950476354832
0.04040404040404041   0.10101010101010102    0.05438740961717632
0.04040404040404041   0.11111111111111112    0.05932057889748831
0.04040404040404041   0.12121212121212122    0.06424734654993336
0.04040404040404041   0.13131313131313133    0.06916572659208022
0.04040404040404041   0.14141414141414144    0.0740733883484774
0.04040404040404041   0.15151515151515152    0.07896763263050516
0.04040404040404041   0.16161616161616163    0.08384536913168135
0.04040404040404041   0.17171717171717174    0.08870309532759896
0.04040404040404041   0.18181818181818182    0.09353687722284866
0.04040404040404041   0.19191919191919193    0.09834233231268596
0.04040404040404041   0.20202020202020204    0.10311461516445707
0.04040404040404041   0.21212121212121213    0.10784840607311653
0.04040404040404041   0.22222222222222224    0.11253790323790293
0.04040404040404041   0.23232323232323235    0.11717681896210247
0.04040404040404041   0.24242424242424243    0.12175838037697714
0.04040404040404041   0.25252525252525254    0.12627533518737358
0.04040404040404041   0.26262626262626265    0.1307199629383995
0.04040404040404041   0.27272727272727276    0.1350840922744702
0.04040404040404041   0.2828282828282829    0.13935912461825187
0.04040404040404041   0.29292929292929293    0.14353606463799484
0.04040404040404041   0.30303030303030304    0.14760555780879422
0.04040404040404041   0.31313131313131315    0.1515579352537546
0.04040404040404041   0.32323232323232326    0.1553832659467607
0.04040404040404041   0.33333333333333337    0.15907141622417134
0.04040404040404041   0.3434343434343435    0.1626121163802207
0.04040404040404041   0.3535353535353536    0.16599503396954124
0.04040404040404041   0.36363636363636365    0.16920985323593765
0.04040404040404041   0.37373737373737376    0.17224635991814735
0.04040404040404041   0.38383838383838387    0.17509453046891882
0.04040404040404041   0.393939393939394    0.1777446245539314
0.04040404040404041   0.4040404040404041    0.18018727951346253
0.04040404040404041   0.4141414141414142    0.18241360531633283
0.04040404040404041   0.42424242424242425    0.1844152784350605
0.04040404040404041   0.43434343434343436    0.18618463293703896
0.04040404040404041   0.4444444444444445    0.18771474709466876
0.04040404040404041   0.4545454545454546    0.1889995237749103
0.04040404040404041   0.4646464646464647    0.19003376297398686
0.04040404040404041   0.4747474747474748    0.1908132249278714
0.04040404040404041   0.48484848484848486    0.19133468241235657
0.04040404040404041   0.494949494949495    0.19159596106265583
0.04040404040404041   0.5050505050505051    0.19159596678207907
0.04040404040404041   0.5151515151515152    0.19133469961352215
0.04040404040404041   0.5252525252525253    0.19081325373994742
0.04040404040404041   0.5353535353535354    0.19003380361461647
0.04040404040404041   0.5454545454545455    0.18899957655351668
0.04040404040404041   0.5555555555555556    0.18771481241756496
0.04040404040404041   0.5656565656565657    0.1861847113139956
0.04040404040404041   0.5757575757575758    0.18441537048778325
0.04040404040404041   0.5858585858585859    0.1824137117890334
0.04040404040404041   0.595959595959596    0.18018740128570881
0.04040404040404041   0.6060606060606061    0.17774476265648653
0.04040404040404041   0.6161616161616162    0.1750946861025133
0.04040404040404041   0.6262626262626263    0.17224653447652014
0.04040404040404041   0.6363636363636365    0.1692100483331062
0.04040404040404041   0.6464646464646465    0.16599525147310296
0.04040404040404041   0.6565656565656566    0.16261235845084004
0.04040404040404041   0.6666666666666667    0.15907168536398703
0.04040404040404041   0.6767676767676768    0.1553835650574347
0.04040404040404041   0.686868686868687    0.15155826770751948
0.04040404040404041   0.696969696969697    0.1476059275347548
0.04040404040404041   0.7070707070707072    0.14353647622851515
0.04040404040404041   0.7171717171717172    0.13935958345951768
0.04040404040404041   0.7272727272727273    0.13508460470889586
0.04040404040404041   0.7373737373737375    0.1307205364665568
0.04040404040404041   0.7474747474747475    0.12627597872162494
0.04040404040404041   0.7575757575757577    0.1217591045612275
0.04040404040404041   0.7676767676767677    0.11717763657867418
0.04040404040404041   0.7777777777777778    0.11253882972743484
0.04040404040404041   0.787878787878788    0.10784946020559082
0.04040404040404041   0.797979797979798    0.10311581990980274
0.04040404040404041   0.8080808080808082    0.09834371598109867
0.04040404040404041   0.8181818181818182    0.0935384749675388
0.04040404040404041   0.8282828282828284    0.0887049511430994
0.04040404040404041   0.8383838383838385    0.0838475385272481
0.04040404040404041   0.8484848484848485    0.07897018623285985
0.04040404040404041   0.8585858585858587    0.07407641677818202
0.04040404040404041   0.8686868686868687    0.06916934708420815
0.04040404040404041   0.8787878787878789    0.06425171192552098
0.04040404040404041   0.888888888888889    0.05932588962157813
0.04040404040404041   0.8989898989898991    0.05439392966244607
0.04040404040404041   0.9090909090909092    0.04945758155989415
0.04040404040404041   0.9191919191919192    0.044518323101507225
0.04040404040404041   0.9292929292929294    0.03957738337011388
0.04040404040404041   0.9393939393939394    0.03463574969176668
0.04040404040404041   0.9494949494949496    0.029694135029668674
0.04040404040404041   0.9595959595959597    0.02475286080781019
0.04040404040404041   0.9696969696969697    0.019811586585071095
0.04040404040404041   0.9797979797979799    0.01486884145295259
0.04040404040404041   0.98989898989899    0.009921555430990697
0.04040404040404041   1.0    0.00496562747592517
0.05050505050505051   0.0    0.005934201526728554
0.05050505050505051   0.010101010101010102    0.011868591282739904
0.05050505050505051   0.020202020202020204    0.017803325259116126
0.05050505050505051   0.030303030303030304    0.023738494952612703
0.05050505050505051   0.04040404040404041    0.02967409506648456
0.05050505050505051   0.05050505050505051    0.03560999116280807
0.05050505050505051   0.06060606060606061    0.041545887269147784
0.05050505050505051   0.07070707070707072    0.047481293447488526
0.05050505050505051   0.08080808080808081    0.05341549336320297
0.05050505050505051   0.09090909090909091    0.059347511913547285
0.05050505050505051   0.10101010101010102    0.06527608298810461
0.05050505050505051   0.11111111111111112    0.07119961748657802
0.05050505050505051   0.12121212121212122    0.07711617172254834
0.05050505050505051   0.13131313131313133    0.08302341641363281
0.05050505050505051   0.14141414141414144    0.08891860645591293
0.05050505050505051   0.15151515151515152    0.0947985517756912
0.05050505050505051   0.16161616161616163    0.10065958954216045
0.05050505050505051   0.17171717171717174    0.10649755811939927
0.05050505050505051   0.18181818181818182    0.11230777314420913
0.05050505050505051   0.19191919191919193    0.11808500619430239
0.05050505050505051   0.20202020202020204    0.12382346653372879
0.05050505050505051   0.21212121212121213    0.1295167864844312
0.05050505050505051   0.22222222222222224    0.13515801098856772
0.05050505050505051   0.23232323232323235    0.1407395919718531
0.05050505050505051   0.24242424242424243    0.1462533881347981
0.05050505050505051   0.25252525252525254    0.15169067079574433
0.05050505050505051   0.26262626262626265    0.15704213641888484
0.05050505050505051   0.27272727272727276    0.16229792642429114
0.05050505050505051   0.2828282828282829    0.16744765482662047
0.05050505050505051   0.29292929292929293    0.17248044420216757
0.05050505050505051   0.30303030303030304    0.17738497037643253
0.05050505050505051   0.31313131313131315    0.1821495161045578
0.05050505050505051   0.32323232323232326    0.18676203389374507
0.05050505050505051   0.33333333333333337    0.19121021791327564
0.05050505050505051   0.3434343434343435    0.19548158479538696
0.05050505050505051   0.3535353535353536    0.19956356285869
0.05050505050505051   0.36363636363636365    0.20344358910195404
0.05050505050505051   0.37373737373737376    0.20710921304584634
0.05050505050505051   0.38383838383838387    0.21054820626954326
